CNUM;SurName;Name;MiddleName;BirthDay;City
ABB0YS;ПРОХОРОВА;Розмари;Ахметовна;17.01.1995;Новосибирск
ABB27V;ПРОХОРОВА;Эльвира;Гертовна;21.10.1993;Новосибирск
ABB2L5;ПРОХОРОВА;Янка;Гелеоновна;14.08.1994;Новосибирск
ABB0Y3;РОГОВА;Валерия;Альвиановна;21.11.1994;Новосибирск
ABB247;РОГОВА;Данута;Арсеновна;21.09.1995;Новосибирск
ABB1AT;РОГОВА;Лаура;Гелиановна;11.12.1995;Новосибирск
ABB0X6;РОГОВА;Лина;Агафоновна;18.12.1994;Новосибирск
ABB0WX;РОГОВА;Милослава;Рэмовна;31.08.1994;Новосибирск
ABB16X;РОГОВА;Рузана;Антиповна;21.09.1995;Новосибирск
ABB1SG;РОГОВА;Руслана;Архиповна;31.01.1995;Новосибирск
ABB1TG;РОГОВА;Элеонора;Эдуардовна;23.12.1994;Новосибирск
ABB175;РОГОВА;Юна;Ренальдовна;08.11.1995;Новосибирск
ABB1Z8;РОГОВА;Ядвига;Онисимовна;24.06.1995;Новосибирск
ABB2GN;РОДИОНОВА;Александра;Гораздовна;16.03.1994;Новосибирск
ABB112;РОДИОНОВА;Алина;Христофоровна;21.03.1995;Новосибирск
ABB2DB;РОДИОНОВА;Биргит;Алановна;28.11.1993;Новосибирск
ABB2AH;РОДИОНОВА;Дайна;Акимовна;17.02.1994;Новосибирск
ABB1ED;РОДИОНОВА;Дебора;Рудольфовна;22.12.1993;Новосибирск
ABB23T;РОДИОНОВА;Марьяна;Исидоровна;01.12.1995;Новосибирск
ABB1Q1;РОДИОНОВА;Ника;Германовна;17.11.1994;Новосибирск
ABB0T1;РОДИОНОВА;Павла;Куприяновна;19.06.1994;Новосибирск
ABB2G8;РОДИОНОВА;Римма;Арамовна;11.06.1994;Новосибирск
ABB1Q5;РОДИОНОВА;Фрида;Лукьяновна;26.08.1994;Новосибирск
ABB107;РОЖКОВА;Алёна;Мстиславовна;16.02.1995;Новосибирск
ABB25M;РОЖКОВА;Глафира;Адонисовна;22.09.1995;Новосибирск
ABB2KZ;РОЖКОВА;Даниэла;Аксёновна;19.09.1994;Новосибирск
ABB2NX;РОЖКОВА;Иоланта;Аполлоновна;27.09.1994;Новосибирск
ABB1H0;РОЖКОВА;Лола;Митрофановна;12.04.1994;Новосибирск
ABB2CL;РОЖКОВА;Христина;Фёдоровна;25.12.1993;Новосибирск
ABB23W;РОЖКОВА;Эсмеральда;Мартыновна;08.11.1995;Новосибирск
ABB2HB;РОМАНОВА;Анэля;Ральфовна;04.06.1994;Новосибирск
ABB1D3;РОМАНОВА;Астра;Пантелеймоновна;25.10.1993;Новосибирск
ABB2MQ;РОМАНОВА;Виктория;Рустэмовна;18.12.1994;Новосибирск
ABB2Q2;РОМАНОВА;Гертруда;Антоновна;25.12.1994;Новосибирск
ABB2BP;РОМАНОВА;Зоя;Рандольфовна;14.01.1994;Новосибирск
ABB1CA;РОМАНОВА;Каролина;Рудольфовна;19.12.1993;Новосибирск
ABB17V;РОМАНОВА;Рада;Гораздовна;24.10.1995;Новосибирск
ABB1G2;РОМАНОВА;Томила;Ладимировна;26.02.1994;Новосибирск
ABB17U;РУСАКОВА;Августа;Агафоновна;16.10.1995;Новосибирск
ABB1CL;РУСАКОВА;Агнесса;Станиславовна;04.12.1993;Новосибирск
ABB104;РУСАКОВА;Аурелия;Рюриковна;28.03.1995;Новосибирск
ABB2L7;РУСАКОВА;Веста;Эдуардовна;24.06.1994;Новосибирск
ABB1LV;РУСАКОВА;Доля;Михаиловна;10.05.1994;Новосибирск
ABB26A;РУСАКОВА;Евдокия;Агафоновна;09.10.1995;Новосибирск
ABB14M;РУСАКОВА;Инара;Родионовна;29.05.1995;Новосибирск
ABB130;РУСАКОВА;Марина;Адамовна;26.07.1995;Новосибирск
ABB2JB;РУСАКОВА;Неонила;Робертовна;25.08.1994;Новосибирск
ABB0V9;РУСАКОВА;Сусанна;Арамовна;13.08.1994;Новосибирск
ABB0XR;РЫБАКОВА;Аурелия;Альбертовна;04.11.1994;Новосибирск
ABB1XJ;РЫБАКОВА;Аурелия;Владимировна;11.04.1995;Новосибирск
ABB18X;РЫБАКОВА;Белла;Фроловна;25.08.1993;Новосибирск
ABB0UD;РЫБАКОВА;Доминика;Гайдаровна;04.08.1994;Новосибирск
ABB254;РЫБАКОВА;Клавдия;Антониновна;05.11.1995;Новосибирск
ABB1SL;РЫБАКОВА;Ростислава;Всеволодовна;24.02.1995;Новосибирск
ABB29J;РЫБАКОВА;Фрида;Станиславовна;19.11.1993;Новосибирск
ABB0V8;РЫБАКОВА;Ядвига;Спиридоновна;28.07.1994;Новосибирск
ABB1D1;РЫБАКОВА;Янка;Робинзоновна;26.11.1993;Новосибирск
ABB1BR;РЯБОВА;Клариса;Родионовна;15.10.1993;Новосибирск
ABB0Z3;РЯБОВА;Лилия;Гертовна;28.12.1994;Новосибирск
ABB0XU;РЯБОВА;Милица;Прохоровна;19.10.1994;Новосибирск
ABB1KD;РЯБОВА;Мирра;Антуановна;27.07.1994;Новосибирск
ABB161;РЯБОВА;Оксана;Алевтиновна;06.10.1995;Новосибирск
ABB1QH;РЯБОВА;Пелагея;Альфредовна;15.09.1994;Новосибирск
ABB21P;РЯБОВА;Рада;Адамовна;14.09.1995;Новосибирск
ABB1LM;РЯБОВА;Русана;Куприяновна;14.05.1994;Новосибирск
ABB12L;РЯБОВА;Сильва;Геодаровна;24.04.1995;Новосибирск
ABB1K8;САВЕЛЬЕВА;Иоланта;Романовна;11.07.1994;Новосибирск
ABB2KM;САВЕЛЬЕВА;Милена;Ральфовна;06.08.1994;Новосибирск
ABB1BU;САВЕЛЬЕВА;Фрида;Владимировна;28.10.1993;Новосибирск
ABB29T;САВЕЛЬЕВА;Христина;Куприяновна;29.09.1993;Новосибирск
ABB2DN;САВЕЛЬЕВА;Эрика;Ридовна;04.03.1994;Новосибирск
ABB173;САВИНА;Варвара;Родионовна;29.09.1995;Новосибирск
ABB28H;САВИНА;Эльза;Альфредовна;12.09.1993;Новосибирск
ABB0ZY;САЗОНОВА;Злата;Рубеновна;07.11.1994;Новосибирск
ABB27A;САЗОНОВА;Лариса;Митрофановна;10.09.1993;Новосибирск
ABB120;САЗОНОВА;Людмила;Робертовна;22.02.1995;Новосибирск
ABB1F3;САЗОНОВА;Русана;Антониновна;10.04.1994;Новосибирск
ABB1AU;САЗОНОВА;Тереза;Харитоновна;24.09.1993;Новосибирск
ABB11E;САЗОНОВА;Ядвига;Амосовна;01.03.1995;Новосибирск
ABB2BQ;САМОЙЛОВА;Амина;Глебовна;25.01.1994;Новосибирск
ABB0V3;САМОЙЛОВА;Арина;Леонидовна;30.09.1994;Новосибирск
ABB26V;САМОЙЛОВА;Виолетта;Галактионовна;28.12.1995;Новосибирск
ABB26Z;САМОЙЛОВА;Ева;Аскольдовна;18.09.1993;Новосибирск
ABB273;САМОЙЛОВА;Клавдия;Ремовна;09.11.1993;Новосибирск
ABB1U9;САМОЙЛОВА;Ребекка;Ральфовна;24.12.1994;Новосибирск
ABB1PB;САМСОНОВА;Агафья;Вениаминовна;10.09.1994;Новосибирск
ABB1CQ;САМСОНОВА;Ариадна;Альвиановна;08.12.1993;Новосибирск
ABB137;САМСОНОВА;Гертруда;Ефимовна;02.07.1995;Новосибирск
ABB1X6;САМСОНОВА;Милена;Егоровна;20.05.1995;Новосибирск
ABB158;САМСОНОВА;Роксана;Ромуальдовна;21.07.1995;Новосибирск
ABB0UM;САМСОНОВА;Снежана;Анисимовна;15.10.1994;Новосибирск
ABB1KP;САМСОНОВА;Стелла;Рэмовна;09.05.1994;Новосибирск
ABB2NZ;САФОНОВА;Алана;Радомировна;29.10.1994;Новосибирск
ABB20A;САФОНОВА;Альберта;Иулиановна;23.07.1995;Новосибирск
ABB13U;САФОНОВА;Инесса;Геральдовна;04.08.1995;Новосибирск
ABB2M9;САФОНОВА;Клавдия;Гелиановна;11.10.1994;Новосибирск
ABB18C;САФОНОВА;Марица;Ивановна;30.08.1995;Новосибирск
ABB1X8;САФОНОВА;Наида;Станиславовна;24.05.1995;Новосибирск
ABB2FG;САФОНОВА;Олеся;Рунаровна;16.04.1994;Новосибирск
ABB0XT;САФОНОВА;Рузана;Ридовна;19.01.1995;Новосибирск
ABB19W;СЕЛЕЗНЁВА;Земфира;Трифоновна;18.12.1995;Новосибирск
ABB2MP;СЕЛЕЗНЁВА;Марина;Гвидоновна;02.12.1994;Новосибирск
ABB17P;СЕЛЕЗНЁВА;Татьяна;Разумниковна;26.09.1995;Новосибирск
ABB1AM;СЕЛИВЕРСТОВА;Василиса;Гайдаровна;23.12.1995;Новосибирск
ABB2A8;СЕЛИВЕРСТОВА;Вероника;Святославовна;04.01.1994;Новосибирск
ABB2D9;СЕЛИВЕРСТОВА;Дебора;Алевтиновна;23.01.1994;Новосибирск
ABB18A;СЕЛИВЕРСТОВА;Инара;Аристионовна;17.08.1995;Новосибирск
ABB14H;СЕЛИВЕРСТОВА;Лариса;Рональдовна;20.07.1995;Новосибирск
ABB0XE;СЕЛИВЕРСТОВА;Лейла;Пантелеймоновна;30.12.1994;Новосибирск
ABB0S0;СЕЛИВЕРСТОВА;Мальвина;Гертрудовна;21.05.1994;Новосибирск
ABB26F;СЕЛИВЕРСТОВА;Русана;Куприяновна;29.10.1995;Новосибирск
ABB1K0;СЕЛИВЕРСТОВА;Тереза;Фроловна;25.06.1994;Новосибирск
ABB1EY;СЕЛИВЕРСТОВА;Хильда;Гекторовна;06.04.1994;Новосибирск
ABB12R;СЕМЁНОВА;Алевтина;Альфредовна;23.02.1995;Новосибирск
ABB1GC;СЕМЁНОВА;Алла;Афиногеновна;10.02.1994;Новосибирск
ABB14E;СЕМЁНОВА;Дебора;Валерьяновна;24.05.1995;Новосибирск
ABB1MR;СЕМЁНОВА;Дебора;Ричардовна;27.05.1994;Новосибирск
ABB0VM;СЕМЁНОВА;Иветта;Ивановна;12.07.1994;Новосибирск
ABB1Y3;СЕМЁНОВА;Лайма;Горновна;18.03.1995;Новосибирск
ABB29Z;СЕМЁНОВА;Милица;Владиславовна;31.10.1993;Новосибирск
ABB1R8;СЕРГЕЕВА;Анэля;Ромуальдовна;19.08.1994;Новосибирск
ABB2H4;СЕРГЕЕВА;Варвара;Богдановна;07.05.1994;Новосибирск
ABB1P1;СЕРГЕЕВА;Евдокия;Александровна;31.10.1994;Новосибирск
ABB2MR;СЕРГЕЕВА;Инга;Викторовна;24.11.1994;Новосибирск
ABB1GP;СЕРГЕЕВА;Олеся;Олеговна;19.03.1994;Новосибирск
ABB1RT;СЕРГЕЕВА;Рузана;Аксёновна;16.09.1994;Новосибирск
ABB2FF;СЕРГЕЕВА;Снежана;Степановна;21.05.1994;Новосибирск
ABB18K;СИДОРОВА;Анита;Горимировна;14.11.1995;Новосибирск
ABB15A;СИДОРОВА;Гелла;Христофоровна;30.05.1995;Новосибирск
ABB151;СИДОРОВА;Милана;Семёновна;21.05.1995;Новосибирск
ABB13J;СИДОРОВА;Эдита;Антуановна;04.06.1995;Новосибирск
ABB10V;СИЛИНА;Ада;Аристионовна;13.03.1995;Новосибирск
ABB27X;СИЛИНА;Пелагея;Ахматовна;05.10.1993;Новосибирск
ABB1VJ;СИЛИНА;Стелла;Робинзоновна;19.02.1995;Новосибирск
ABB1TX;СИЛИНА;Юзефа;Филатовна;20.12.1994;Новосибирск
ABB0VN;СИЛИНА;Юна;Ромуальдовна;21.07.1994;Новосибирск
ABB27P;СИЛИНА;Янита;Прохоровна;03.09.1993;Новосибирск
ABB25H;СИМОНОВА;Данута;Радамесовна;21.11.1995;Новосибирск
ABB0ZB;СИМОНОВА;Мануэла;Арнольдовна;25.12.1994;Новосибирск
ABB0XM;СИМОНОВА;Тамара;Олеговна;02.12.1994;Новосибирск
ABB199;СИМОНОВА;Чеслава;Мэлоровна;25.12.1995;Новосибирск
ABB139;СИМОНОВА;Элеонора;Алановна;18.07.1995;Новосибирск
ABB17J;СИМОНОВА;Юлия;Рональдовна;25.08.1995;Новосибирск
ABB1CP;СИТНИКОВА;Алина;Горимировна;17.01.1994;Новосибирск
ABB1K7;СИТНИКОВА;Анжелика;Глебовна;29.06.1994;Новосибирск
ABB1V6;СИТНИКОВА;Валентина;Олеговна;11.02.1995;Новосибирск
ABB2BW;СИТНИКОВА;Нонна;Ремовна;05.12.1993;Новосибирск
ABB0TN;СИТНИКОВА;Элина;Леоновна;31.05.1994;Новосибирск
ABB293;СМИРНОВА;Ада;Антоновна;15.10.1993;Новосибирск
ABB2LQ;СМИРНОВА;Ариадна;Германовна;23.08.1994;Новосибирск
ABB1FQ;СМИРНОВА;Валентина;Владиславовна;18.02.1994;Новосибирск
ABB28Q;СМИРНОВА;Гелла;Антуановна;24.09.1993;Новосибирск
ABB16C;СМИРНОВА;Лина;Авенировна;14.10.1995;Новосибирск
ABB2MN;СМИРНОВА;Мирра;Гаспаровна;12.11.1994;Новосибирск
ABB1S0;СМИРНОВА;Нора;Гвидоновна;10.10.1994;Новосибирск
ABB136;СМИРНОВА;Рема;Пётровна;03.08.1995;Новосибирск
ABB106;СОБОЛЕВА;Ангелина;Тихоновна;08.02.1995;Новосибирск
ABB1LQ;СОБОЛЕВА;Веселина;Куприяновна;07.06.1994;Новосибирск
ABB27B;СОБОЛЕВА;Гелла;Онисимовна;21.08.1993;Новосибирск
ABB25E;СОБОЛЕВА;Мирра;Мэлоровна;15.12.1995;Новосибирск
ABB0SV;СОБОЛЕВА;Нателла;Арленовна;20.04.1994;Новосибирск
ABB1J9;СОБОЛЕВА;Руфина;Владиславовна;08.03.1994;Новосибирск
ABB263;СОБОЛЕВА;Санта;Адонисовна;21.10.1995;Новосибирск
ABB10L;СОБОЛЕВА;Элла;Максимовна;17.04.1995;Новосибирск
ABB16D;СОБОЛЕВА;Юлия;Архиповна;18.10.1995;Новосибирск
ABB1M8;СОКОЛОВА;Евдокия;Галактионовна;27.06.1994;Новосибирск
ABB21B;СОЛОВЬЁВА;Евгения;Гораздовна;28.07.1995;Новосибирск
ABB1Z9;СОЛОВЬЁВА;Марта;Гермогеновна;10.07.1995;Новосибирск
ABB1VE;СОЛОВЬЁВА;Марта;Трифоновна;18.01.1995;Новосибирск
ABB13Y;СОЛОВЬЁВА;Ника;Алевтиновна;29.06.1995;Новосибирск
ABB2M4;СОЛОВЬЁВА;Фаина;Ладимировна;25.09.1994;Новосибирск
ABB1QS;СОЛОВЬЁВА;Янита;Брониславовна;09.10.1994;Новосибирск
ABB0T3;СОЛОВЬЁВА;Янита;Гориславовна;27.06.1994;Новосибирск
ABB26P;СОРОКИНА;Августа;Робеспьеровна;16.12.1995;Новосибирск
ABB0Y2;СОРОКИНА;Аграфена;Фёдоровна;07.12.1994;Новосибирск
ABB0V5;СОРОКИНА;Лина;Вячеславовна;05.08.1994;Новосибирск
ABB0RA;СОРОКИНА;Роза;Якуновна;21.06.1994;Новосибирск
ABB1HC;СОРОКИНА;Тамара;Богдановна;03.02.1994;Новосибирск
ABB27N;СОРОКИНА;Урсула;Гаспаровна;13.10.1993;Новосибирск
ABB1CW;СОРОКИНА;Фаина;Архиповна;20.12.1993;Новосибирск
ABB14J;СОРОКИНА;Эльвира;Касьяновна;04.07.1995;Новосибирск
ABB2D4;СОРОКИНА;Эмма;Гаральдовна;08.02.1994;Новосибирск
ABB2AX;СТЕПАНОВА;Августа;Макаровна;14.02.1994;Новосибирск
ABB1AL;СТЕПАНОВА;Рузана;Рустемовна;07.12.1995;Новосибирск
ABB0VR;СТЕПАНОВА;Санта;Робинзоновна;27.09.1994;Новосибирск
ABB1G6;СТРЕЛКОВА;Агафья;Ренальдовна;23.04.1994;Новосибирск
ABB2K5;СТРЕЛКОВА;Василиса;Тихоновна;13.08.1994;Новосибирск
ABB202;СТРЕЛКОВА;Ивона;Александровна;21.06.1995;Новосибирск
ABB28Y;СТРЕЛКОВА;Ирма;Родионовна;11.11.1993;Новосибирск
ABB2A9;СТРЕЛКОВА;Капитолина;Галактионовна;23.12.1993;Новосибирск
ABB119;СТРЕЛКОВА;Леонида;Лукьяновна;02.04.1995;Новосибирск
ABB10A;СТРЕЛКОВА;Леонида;Рэмовна;31.01.1995;Новосибирск
ABB2LJ;СТРЕЛКОВА;Серафима;Горновна;02.07.1994;Новосибирск
ABB196;СТРЕЛКОВА;Чеслава;Роменовна;21.08.1993;Новосибирск
ABB0ZC;СУББОТИНА;Агата;Ахметовна;21.12.1994;Новосибирск
ABB14F;СУББОТИНА;Доля;Альфредовна;08.05.1995;Новосибирск
ABB2E1;СУББОТИНА;Кристина;Аполлоновна;10.04.1994;Новосибирск
ABB1JZ;СУББОТИНА;Леонида;Ремовна;05.06.1994;Новосибирск
ABB2LR;СУББОТИНА;Павлина;Агафоновна;20.09.1994;Новосибирск
ABB11L;СУББОТИНА;Ребекка;Иулиановна;14.03.1995;Новосибирск
ABB0RR;СУББОТИНА;Хильда;Ладиславовна;08.05.1994;Новосибирск
ABB0RD;СУВОРОВА;Аида;Лавровна;29.06.1994;Новосибирск
ABB0WL;СУВОРОВА;Алла;Рихардовна;19.08.1994;Новосибирск
ABB143;СУВОРОВА;Злата;Анваровна;15.07.1995;Новосибирск
ABB0U8;СУВОРОВА;Ребекка;Рунаровна;08.08.1994;Новосибирск
ABB1HW;СУВОРОВА;Фая;Гелиановна;17.04.1994;Новосибирск
ABB147;СУВОРОВА;Ядвига;Артамоновна;11.07.1995;Новосибирск
ABB1VQ;СУХАНОВА;Грета;Андроновна;28.03.1995;Новосибирск
ABB1TU;СУХАНОВА;Дебора;Левовна;28.01.1995;Новосибирск
ABB1RU;СУХАНОВА;Дебора;Пантелеймоновна;15.11.1994;Новосибирск
ABB102;СУХАНОВА;Евфросинья;Рустемовна;04.03.1995;Новосибирск
ABB1EM;СУХАНОВА;Иоланта;Рюриковна;20.11.1993;Новосибирск
ABB2AV;СУХАНОВА;Мариетта;Авенировна;13.01.1994;Новосибирск
ABB1AF;СУХАНОВА;Фаина;Леонидовна;16.09.1993;Новосибирск
ABB19Y;СЫСОЕВА;Дайна;Кимовна;11.09.1993;Новосибирск
ABB1VP;СЫСОЕВА;Любовь;Афиногеновна;05.04.1995;Новосибирск
ABB0S6;СЫСОЕВА;Мадина;Ренальдовна;29.05.1994;Новосибирск
ABB2AP;СЫСОЕВА;Ольга;Макаровна;25.11.1993;Новосибирск
ABB2E2;СЫСОЕВА;Пелагея;Семёновна;02.04.1994;Новосибирск
ABB25N;ТАРАСОВА;Аграфена;Ромуальдовна;13.11.1995;Новосибирск
ABB1A5;ТАРАСОВА;Валерия;Аксёновна;22.08.1993;Новосибирск
ABB1UU;ТАРАСОВА;Веста;Алевтиновна;15.02.1995;Новосибирск
ABB0TE;ТАРАСОВА;Даниэла;Трифоновна;15.06.1994;Новосибирск
ABB16P;ТАРАСОВА;Джульетта;Эрастовна;09.09.1995;Новосибирск
ABB1HQ;ТАРАСОВА;Инга;Рустемовна;24.03.1994;Новосибирск
ABB1DM;ТАРАСОВА;Мариетта;Ринатовна;29.12.1993;Новосибирск
ABB2EH;ТАРАСОВА;Руслана;Роменовна;15.04.1994;Новосибирск
ABB2L2;ТАРАСОВА;Хильда;Рубеновна;15.09.1994;Новосибирск
ABB290;ТАРАСОВА;Элеонора;Святославовна;07.11.1993;Новосибирск
ABB1PH;ТЕРЕНТЬЕВА;Ада;Андриановна;17.08.1994;Новосибирск
ABB0TA;ТЕРЕНТЬЕВА;Алёна;Владленовна;05.07.1994;Новосибирск
ABB10J;ТЕРЕНТЬЕВА;Амина;Геральдовна;04.02.1995;Новосибирск
ABB1KU;ТЕРЕНТЬЕВА;Аюна;Аристионовна;22.06.1994;Новосибирск
ABB1HA;ТЕРЕНТЬЕВА;Глафира;Агафоновна;11.02.1994;Новосибирск
ABB1NW;ТЕРЕНТЬЕВА;Лия;Геронтовна;19.10.1994;Новосибирск
ABB18L;ТЕРЕНТЬЕВА;Полина;Горновна;01.10.1995;Новосибирск
ABB1QQ;ТЕРЕНТЬЕВА;Ядвига;Арленовна;26.10.1994;Новосибирск
ABB2JV;ТЕТЕРИНА;Домина;Разумниковна;30.06.1994;Новосибирск
ABB240;ТЕТЕРИНА;Марианна;Рюриковна;03.10.1995;Новосибирск
ABB2AJ;ТЕТЕРИНА;Мирра;Адамовна;25.02.1994;Новосибирск
ABB1F1;ТЕТЕРИНА;Нила;Радимовна;01.03.1994;Новосибирск
ABB15B;ТЕТЕРИНА;Римма;Ахматовна;06.08.1995;Новосибирск
ABB2N0;ТЕТЕРИНА;Розмари;Адонисовна;28.10.1994;Новосибирск
ABB2EC;ТЕТЕРИНА;Эдда;Ростиславовна;20.05.1994;Новосибирск
ABB0WC;ТЕТЕРИНА;Янка;Данииловна;13.07.1994;Новосибирск
ABB22M;ТЕТЕРИНА;Ярослава;Атеистовна;26.08.1995;Новосибирск
ABB2Q6;ТИМОФЕЕВА;Альбина;Гертовна;03.11.1994;Новосибирск
ABB275;ТИМОФЕЕВА;Василиса;Рюриковна;22.09.1993;Новосибирск
ABB0UB;ТИМОФЕЕВА;Вероника;Гайдаровна;27.07.1994;Новосибирск
ABB2LB;ТИМОФЕЕВА;Гера;Аксёновна;03.08.1994;Новосибирск
ABB1FH;ТИМОФЕЕВА;Диана;Рэмовна;03.04.1994;Новосибирск
ABB2BY;ТИМОФЕЕВА;Елена;Ридовна;26.02.1994;Новосибирск
ABB10N;ТИМОФЕЕВА;Земфира;Гекторовна;12.02.1995;Новосибирск
ABB1XM;ТИМОФЕЕВА;Милослава;Прохоровна;14.03.1995;Новосибирск
ABB1UC;ТИМОФЕЕВА;Надежда;Роменовна;05.01.1995;Новосибирск
ABB1CD;ТИМОФЕЕВА;Ольга;Родионовна;12.01.1994;Новосибирск
ABB0RG;ТИМОФЕЕВА;Эльза;Галактионовна;24.05.1994;Новосибирск
ABB0UF;ТИТОВА;Венера;Станиславовна;01.09.1994;Новосибирск
ABB284;ТИТОВА;Вида;Исидоровна;22.11.1993;Новосибирск
ABB105;ТИТОВА;Глафира;Артёмовна;20.03.1995;Новосибирск
ABB16T;ТИТОВА;Капитолина;Вениаминовна;28.08.1995;Новосибирск
ABB1BK;ТИТОВА;Клариса;Рустемовна;25.09.1993;Новосибирск
ABB19F;ТИТОВА;Лайма;Адамовна;17.12.1995;Новосибирск
ABB0X0;ТИТОВА;Леся;Радимовна;06.10.1994;Новосибирск
ABB2J8;ТИТОВА;Майя;Арленовна;02.09.1994;Новосибирск
ABB1V5;ТИТОВА;Мирдза;Мартыновна;25.12.1994;Новосибирск
ABB1NY;ТИТОВА;Мирдза;Ринатовна;04.11.1994;Новосибирск
ABB1A6;ТИТОВА;Нина;Харитоновна;01.10.1993;Новосибирск
ABB1Z5;ТИТОВА;Ревекка;Робертовна;30.05.1995;Новосибирск
ABB0TF;ТИТОВА;Регина;Станиславовна;23.05.1994;Новосибирск
ABB0ZU;ТИТОВА;Эльвира;Гаспаровна;11.11.1994;Новосибирск
ABB2JR;ТИТОВА;Эльмира;Эдуардовна;14.06.1994;Новосибирск
ABB18S;ТИХОНОВА;Зинаида;Макаровна;29.10.1995;Новосибирск
ABB296;ТИХОНОВА;Казимира;Рустамовна;27.08.1993;Новосибирск
ABB1MP;ТИХОНОВА;Капитолина;Ростиславовна;06.07.1994;Новосибирск
ABB1P6;ТИХОНОВА;Каролина;Альбертовна;04.10.1994;Новосибирск
ABB1DF;ТИХОНОВА;Лия;Рональдовна;11.11.1993;Новосибирск
ABB2MZ;ТИХОНОВА;Светлана;Анваровна;04.10.1994;Новосибирск
ABB2FT;ТРЕТЬЯКОВА;Агата;Вадимовна;11.03.1994;Новосибирск
ABB1W7;ТРЕТЬЯКОВА;Аида;Герольдовна;23.05.1995;Новосибирск
ABB11H;ТРЕТЬЯКОВА;Альберта;Радимовна;28.01.1995;Новосибирск
ABB1EA;ТРЕТЬЯКОВА;Ася;Афиногеновна;12.11.1993;Новосибирск
ABB0SC;ТРЕТЬЯКОВА;Инна;Якуновна;04.07.1994;Новосибирск
ABB2FD;ТРЕТЬЯКОВА;Сабина;Борисовна;29.05.1994;Новосибирск
ABB1DE;ТРЕТЬЯКОВА;Эльза;Тихоновна;18.01.1994;Новосибирск
ABB1FC;ТРОФИМОВА;Нателла;Алановна;04.05.1994;Новосибирск
ABB1F0;ТРОФИМОВА;Октябрина;Робеспьеровна;25.03.1994;Новосибирск
ABB2G4;ТРОФИМОВА;Ольга;Альфредовна;18.05.1994;Новосибирск
ABB255;ТРОФИМОВА;Саида;Раймондовна;04.10.1995;Новосибирск
ABB19P;ТРОФИМОВА;Софья;Павеловна;15.09.1993;Новосибирск
ABB210;ТРОФИМОВА;Таира;Лавровна;13.06.1995;Новосибирск
ABB13Z;ТРОФИМОВА;Юна;Владимировна;16.05.1995;Новосибирск
ABB2PE;ТУРОВА;Алёна;Робинзоновна;22.11.1994;Новосибирск
ABB0RE;ТУРОВА;Вероника;Семёновна;05.06.1994;Новосибирск
ABB113;ТУРОВА;Дебора;Анисовна;09.03.1995;Новосибирск
ABB2CH;ТУРОВА;Дина;Андроновна;23.02.1994;Новосибирск
ABB10C;ТУРОВА;Кира;Лукьяновна;01.04.1995;Новосибирск
ABB19B;ТУРОВА;Марта;Владимировна;18.09.1993;Новосибирск
ABB2MV;ТУРОВА;Регина;Гертрудовна;29.11.1994;Новосибирск
ABB1BX;ТУРОВА;Розмари;Куприяновна;15.12.1993;Новосибирск
ABB22A;ТУРОВА;Светлана;Густавовна;21.07.1995;Новосибирск
ABB1GN;ТУРОВА;Сильва;Гаврииловна;08.04.1994;Новосибирск
ABB22S;ТУРОВА;Тамара;Тихоновна;15.09.1995;Новосибирск
ABB0ZP;ТУРОВА;Элла;Юлиановна;17.12.1994;Новосибирск
ABB12M;УВАРОВА;Агнесса;Роменовна;20.04.1995;Новосибирск
ABB1ZL;УВАРОВА;Дина;Рустемовна;20.06.1995;Новосибирск
ABB2EX;УВАРОВА;Инга;Руслановна;09.05.1994;Новосибирск
ABB25F;УВАРОВА;Лолита;Иакинфовна;28.10.1995;Новосибирск
ABB26M;УВАРОВА;Людмила;Глебовна;20.12.1995;Новосибирск
ABB22Z;УВАРОВА;Фрида;Максимовна;19.09.1995;Новосибирск
ABB1NA;УВАРОВА;Эмилия;Роландовна;26.07.1994;Новосибирск
ABB2HF;УСТИНОВА;Алана;Роальдовна;08.03.1994;Новосибирск
ABB2CT;УСТИНОВА;Евфросинья;Рональдовна;26.01.1994;Новосибирск
ABB1C0;УСТИНОВА;Зоя;Исидоровна;11.12.1993;Новосибирск
ABB2P0;УСТИНОВА;Леся;Адамовна;09.10.1994;Новосибирск
ABB2KT;УСТИНОВА;Лидия;Пётровна;22.08.1994;Новосибирск
ABB1Z0;УСТИНОВА;Линда;Рональдовна;07.06.1995;Новосибирск
ABB1B9;УСТИНОВА;Майя;Левовна;24.12.1995;Новосибирск
ABB24H;УСТИНОВА;Наида;Арленовна;28.11.1995;Новосибирск
ABB2HW;УСТИНОВА;Олеся;Христофоровна;11.07.1994;Новосибирск
ABB29K;УСТИНОВА;Ребекка;Гелеоновна;24.08.1993;Новосибирск
ABB1G9;УСТИНОВА;Розалия;Вениаминовна;02.02.1994;Новосибирск
ABB23B;УСТИНОВА;Христина;Анваровна;06.10.1995;Новосибирск
ABB12G;ФАДЕЕВА;Агния;Артамоновна;12.04.1995;Новосибирск
ABB216;ФАДЕЕВА;Амина;Лавровна;26.06.1995;Новосибирск
ABB2FP;ФАДЕЕВА;Рема;Мэлоровна;06.03.1994;Новосибирск
ABB2PN;ФАДЕЕВА;Руфина;Разумниковна;06.10.1994;Новосибирск
ABB0UX;ФАДЕЕВА;Сима;Герасимовна;08.10.1994;Новосибирск
